001001##T0001   22,長阿含經                                 ,【後秦 佛陀耶舍共竺佛念譯】
020106##T1127    1,佛說普賢菩薩陀羅尼經                                                                                                ,【宋 法天譯】
020107##T1128    2,最上大乘金剛大教寶王經                                                                                              ,【宋 法天譯】
020108##T1129    3,佛說金剛手菩薩降伏一切部多大教王經                                                                                  ,【宋 法天譯】
020109##T1130    1,大乘金剛髻珠菩薩修行分                                                                                              ,【唐 菩提流志譯】
020110##T1131    1,聖金剛手菩薩一百八名梵讚                                                                                            ,【宋 法賢譯】
020111##T1132    1,金剛王菩薩祕密念誦儀軌                                                                                              ,【唐 不空譯】
020112##T1133    1,金剛壽命陀羅尼念誦法                                                                                                ,【唐 不空譯】
020113##T1134A   1,金剛壽命陀羅尼經法                                                                                                  ,【唐 不空譯】
020114##T1134B   1,金剛壽命陀羅尼經                                                                                                    ,【唐 不空譯】
020115##T1135    1,佛說一切如來金剛壽命陀羅尼經                                                                                        ,【唐 不空譯】
020116##T1136    1,佛說一切諸如來心光明加持普賢菩薩延命金剛最勝陀羅尼經                                                                ,【唐 不空譯】
020117##T1137    1,佛說善法方便陀羅尼經                                                                                                ,【失譯】
020118##T1138a   1,金剛祕密善門陀羅尼咒經                                                                                              ,【失譯】
020119##T1138b   1,金剛祕密善門陀羅尼經                                                                                                ,【失譯】
020120##T1139    1,護命法門神咒經                                                                                                      ,【唐 菩提流志譯】
020121##T1140    1,佛說延壽妙門陀羅尼經                                                                                                ,【宋 法賢譯】
020122##T1141    2,慈氏菩薩略修瑜伽念誦法                                                                                              ,【唐 善無畏譯】
020123##T1142    1,佛說慈氏菩薩陀羅尼                                                                                                  ,【宋 法賢譯】
020124##T1143    1,佛說慈氏菩薩誓願陀羅尼經                                                                                            ,【宋 法賢譯】
020125##T1144    1,佛說彌勒菩薩發願王偈                                                                                                ,【清 工布查布譯】
020126##T1145    1,虛空藏菩薩能滿諸願最勝心陀羅尼求聞持法                                                                              ,【唐 善無畏譯】
020127##T1146    1,大虛空藏菩薩念誦法                                                                                                  ,【唐 不空譯】
020128##T1147    1,聖虛空藏菩薩陀羅尼經                                                                                                ,【宋 法天譯】
020129##T1148    1,佛說虛空藏菩薩陀羅尼                                                                                                ,【宋 法賢譯】
020130##T1149    1,五大虛空藏菩薩速疾大神驗祕密式經                                                                                    ,【唐 金剛智譯】
020131##T1150    1,轉法輪菩薩摧魔怨敵法                                                                                                ,【唐 不空譯】
020132##T1151    1,修習般若波羅蜜菩薩觀行念誦儀軌                                                                                      ,【唐 不空譯】
020133##T1152    1,佛說佛母般若波羅蜜多大明觀想儀軌                                                                                    ,【宋 施護譯】
020134##T1153    2,普遍光明清淨熾盛如意寶印心無能勝大明王大隨求陀羅尼經                                                                ,【唐 不空譯】
020135##T1154    1,佛說隨求即得大自在陀羅尼神咒經                                                                                      ,【唐 寶思惟譯】
020136##T1155    1,金剛頂瑜伽最勝祕密成佛隨求即得神變加持成就陀羅尼儀軌                                                                ,【唐 不空譯】
020137##T1156A   1,大隨求即得大陀羅尼明王懺悔法                                                                                        ,【】
020138##T1156B   1,宗叡僧正於唐國師所口受                                                                                              ,【】
020139##T1157    1,香王菩薩陀羅尼咒經                                                                                                  ,【唐 義淨譯】
020140##T1158    1,地藏菩薩儀軌                                                                                                        ,【唐 輸婆迦羅譯】
020141##T1159A   1,[峚-大+人]窖大道心驅策法                                                                                            ,【】
020142##T1159B   1,佛說地藏菩薩陀羅尼經                                                                                                ,【】
020143##T1160    1,日光菩薩月光菩薩陀羅尼                                                                                              ,【】
020144##T1161    1,佛說觀藥王藥上二菩薩經                                                                                              ,【劉宋 [彊-弓]良耶舍譯】
020145##T1162    1,持世陀羅尼經                                                                                                        ,【唐 玄奘譯】
020146##T1163    1,佛說雨寶陀羅尼經                                                                                                    ,【唐 不空譯】
020147##T1164    1,佛說大乘聖吉祥持世陀羅尼經                                                                                          ,【宋 法天譯】
020148##T1165    1,聖持世陀羅尼經                                                                                                      ,【宋 施護譯】
020149##T1166    1,馬鳴菩薩大神力無比驗法念誦軌儀                                                                                      ,【唐 金剛智譯】
020150##T1167    1,八大菩薩曼荼羅經                                                                                                    ,【唐 不空譯】
020151##T1168A   1,佛說大乘八大曼拏羅經                                                                                                ,【宋 法賢譯】
020152##T1168B   1,八曼荼羅經                                                                                                          ,【】
020153##T1169    4,佛說持明藏瑜伽大教尊那菩薩大明成就儀軌經                                                                            ,【宋 法賢譯】
020154##T1170    3,佛說金剛香菩薩大明成就儀軌經                                                                                        ,【宋 施護譯】
020155##T1171    1,金剛頂經瑜伽文殊師利菩薩法                                                                                          ,【唐 不空譯】
020156##T1172    1,金剛頂超勝三界經說文殊五字真言勝相                                                                                  ,【唐 不空譯】
020157##T1173    1,金剛頂經曼殊室利菩薩五字心陀羅尼品                                                                                  ,【唐 金剛智譯】
020158##T1174    1,五字陀羅尼頌                                                                                                        ,【唐 不空譯】
020159##T1175    1,金剛頂經瑜伽文殊師利菩薩供養儀軌                                                                                    ,【唐 不空譯】
020160##T1176    1,曼殊室利童子菩薩五字瑜伽法                                                                                          ,【唐 不空譯】
020161##T1177A  10,大乘瑜伽金剛性海曼殊室利千臂千缽大教王經                                                                            ,【唐 不空譯】
020162##T1177B   1,千缽文殊一百八名讚                                                                                                  ,【】
020163##T1178    1,文殊菩薩獻佛陀羅尼名烏蘇吒                                                                                          ,【】
020164##T1179    1,文殊師利菩薩六字咒功能法經                                                                                          ,【】
020165##T1180    1,六字神咒經                                                                                                          ,【唐 菩提流志譯】
020166##T1181    1,大方廣菩薩藏經中文殊師利根本一字陀羅尼經                                                                            ,【唐 寶思惟譯】
020167##T1182    1,曼殊室利菩薩咒藏中一字咒王經                                                                                        ,【唐 義淨譯】
020168##T1183    1,一髻文殊師利童子陀羅尼念誦儀軌                                                                                      ,【】
020169##T1184    1,大聖妙吉祥菩薩祕密八字陀羅尼修行曼荼羅次第儀軌法                                                                    ,【唐 菩提仙譯】
020170##T1185A   1,佛說文殊師利法寶藏陀羅尼經                                                                                          ,【唐 菩提流志譯】
020171##T1185B   1,文殊師利寶藏陀羅尼經                                                                                                ,【唐 菩提流志譯】
020172##T1186    1,佛說妙吉祥菩薩陀羅尼                                                                                                ,【宋 法賢譯】
020173##T1187    2,佛說最勝妙吉祥根本智最上祕密一切名義三摩地分                                                                        ,【宋 施護譯】
020174##T1188    2,文殊所說最勝名義經                                                                                                  ,【宋 金總持等譯】
020175##T1189    1,佛說文殊菩薩最勝真實名義經                                                                                          ,【元 沙囉巴譯】
020176##T1190    1,聖妙吉祥真實名經                                                                                                    ,【元 釋智譯】
020177##T1191   20,大方廣菩薩藏文殊師利根本儀軌經                                                                                      ,【宋 天息災譯】
020178##T1192    5,妙吉祥平等祕密最上觀門大教王經                                                                                      ,【宋 慈賢譯】
020179##T1193    1,妙吉祥平等瑜伽祕密觀身成佛儀軌                                                                                      ,【宋 慈賢譯】
020180##T1194    1,妙吉祥平等觀門大教王經略出護摩儀                                                                                    ,【宋 慈賢譯】
020181##T1195    1,大聖文殊師利菩薩讚佛法身禮                                                                                          ,【唐 不空譯】
020182##T1196    1,曼殊室利菩薩吉祥伽陀                                                                                                ,【宋 法賢譯】
020183##T1197    1,佛說文殊師利一百八名梵讚                                                                                            ,【宋 法天譯】
020184##T1198    1,聖者文殊師利發菩提心願文                                                                                            ,【元 智慧譯】
021001##T1199    1,金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌法品               ,【唐 不空譯】
021002##T1200    1,底哩三昧耶不動尊威怒王使者念誦法                                   ,【唐 不空譯】
021003##T1201    3,底哩三昧耶不動尊聖者念誦祕密法                                     ,【唐 不空譯】
021004##T1202    1,不動使者陀羅尼祕密法                                               ,【唐 金剛智譯】
021005##T1203    1,聖無動尊安鎮家國等法                                               ,【】
021006##T1204    1,聖無動尊一字出生八大童子祕要法品                                   ,【】
021007##T1205    1,勝軍不動明王四十八使者祕密成就儀軌                                 ,【唐 遍智集】
021008##T1206    1,佛說俱利伽羅大龍勝外道伏陀羅尼經                                   ,【】
021009##T1207    1,說矩里迦龍王像法                                                   ,【】
021010##T1208    1,俱力迦羅龍王儀軌                                                   ,【唐 金剛智譯】
021011##T1209    1,金剛頂瑜伽降三世成就極深密門                                       ,【唐 不空譯】
021012##T1210    1,降三世忿怒明王念誦儀軌                                             ,【唐 不空譯】
021013##T1211    1,甘露軍荼利菩薩供養念誦成就儀軌                                     ,【唐 不空譯】
021014##T1212    1,西方陀羅尼藏中金剛族阿蜜哩多軍吒利法                               ,【】
021015##T1213    1,千臂軍荼利梵字真言                                                 ,【】
021016##T1214    1,聖閻曼德迦威怒王立成大神驗念誦法                                   ,【唐 不空譯】
021017##T1215    1,大乘方廣曼殊室利菩薩華嚴本教閻曼德迦忿怒王真言大威德儀軌品         ,【】
021018##T1216    1,大方廣曼殊室利童真菩薩華嚴本教讚閻曼德迦忿怒王真言阿毘遮嚕迦儀軌品 ,【】
021019##T1217    3,佛說妙吉祥最勝根本大教經                                           ,【宋 法賢譯】
021020##T1218    1,文殊師利耶曼德迦咒法                                               ,【】
021021##T1219    1,曼殊室利焰曼德迦萬愛祕術如意法                                     ,【唐 一行撰】
021022##T1220    1,金剛藥叉瞋怒王息災大威神驗念誦儀軌                                 ,【唐 金剛智譯】
021023##T1221    1,青色大金剛藥叉辟鬼魔法(亦名辟鬼殊法)                               ,【唐 空[基-土+虫]述】
021024##T1222a   3,聖迦柅忿怒金剛童子菩薩成就儀軌經                                   ,【唐 不空譯】
021025##T1222b   3,聖迦柅忿怒金剛童子菩薩成就儀軌經                                   ,【唐 不空譯】
021026##T1223    1,佛說無量壽佛化身大忿迅俱摩羅金剛念誦瑜伽儀軌法                     ,【唐 金剛智譯】
021027##T1224    1,金剛童子持念經                                                     ,【】
021028##T1225    1,大威怒烏芻澀麼儀軌經                                               ,【唐 不空譯】
021029##T1226    1,烏芻澀明王儀軌梵字                                                 ,【】
021030##T1227    3,大威力烏樞瑟摩明王經                                               ,【唐 阿質達霰譯】
021031##T1228    1,穢跡金剛說神通大滿陀羅尼法術靈要門                                 ,【唐 阿質達霰譯】
021032##T1229    1,穢跡金剛禁百變法經                                                 ,【唐 阿質達霰譯】
021033##T1230    1,佛說大輪金剛總持陀羅尼經                                           ,【】
021034##T1231    1,大輪金剛修行悉地成就及供養法                                       ,【】
021035##T1232    1,播般曩結使波金剛念誦儀                                             ,【】
021036##T1233    1,佛說無能勝大明王陀羅尼經                                           ,【宋 法天譯】
021037##T1234    1,無能勝大明陀羅尼經                                                 ,【宋 法天譯】
021038##T1235    1,無能勝大明心陀羅尼經                                               ,【宋 法天譯】
021039##T1236    1,聖無能勝金剛火陀羅尼經                                             ,【宋 法天譯】
021040##T1237    1,阿吒婆拘鬼神大將上佛陀羅尼神咒經                                   ,【失譯】
021041##T1238    1,阿吒婆呴鬼神大將上佛陀羅尼經                                       ,【失譯】
021042##T1239    3,阿吒薄俱元帥大將上佛陀羅尼經修行儀軌                               ,【唐 善無畏譯】
021043##T1240    1,阿吒薄呴付囑咒                                                     ,【】
021044##T1241    1,伽馱金剛真言                                                       ,【】
021045##T1242    1,佛說妙吉祥瑜伽大教金剛陪囉[口*縛]輪觀想成就儀軌經                  ,【宋 法賢譯】
021046##T1243    2,佛說出生一切如來法眼遍照大力明王經                                 ,【宋 法護譯】
021047##T1244    1,毘沙門天王經                                                       ,【唐 不空譯】
021048##T1245    1,佛說毘沙門天王經                                                   ,【宋 法天譯】
021049##T1246    1,摩訶吠室囉末那野提婆喝囉闍陀羅尼儀軌                               ,【唐 般若斫羯囉譯】
021050##T1247    1,北方毘沙門天王隨軍護法儀軌                                         ,【唐 不空譯】
021051##T1248    1,北方毘沙門天王隨軍護法真言                                         ,【唐 不空譯】
021052##T1249    1,毘沙門儀軌                                                         ,【唐 不空譯】
021053##T1250    1,北方毘沙門多聞寶藏天王神妙陀羅尼別行儀軌                           ,【唐 不空譯】
021054##T1251    3,吽迦陀野儀軌                                                       ,【唐 金剛智譯】
021055##T1252a   1,佛說大吉祥天女十二名號經                                           ,【唐 不空譯】
021056##T1252b   1,佛說大吉祥天女十二名號經                                           ,【唐 不空譯】
021057##T1253    1,大吉祥天女十二契一百八名無垢大乘經                                 ,【唐 不空譯】
021058##T1254    1,末利支提婆華鬘經                                                   ,【唐 不空譯】
021059##T1255a   1,佛說摩利支天菩薩陀羅尼經                                           ,【唐 不空譯】
021060##T1255b   1,佛說摩利支天經                                                     ,【唐 不空譯】
021061##T1256    1,佛說摩利支天陀羅尼咒經                                             ,【失譯】
021062##T1257    7,佛說大摩里支菩薩經                                                 ,【宋 天息災譯】
021063##T1258    1,摩利支菩薩略念誦法                                                 ,【唐 不空譯】
021064##T1259    1,摩利支天一印法                                                     ,【】
021065##T1260    1,大藥叉女歡喜母并愛子成就法                                         ,【唐 不空譯】
021066##T1261    1,訶利帝母真言經                                                     ,【唐 不空譯】
021067##T1262    1,佛說鬼子母經                                                       ,【失譯】
021068##T1263    1,冰揭羅天童子經                                                     ,【唐 不空譯】
021069##T1264a   1,觀自在菩薩化身蘘麌哩曳童女銷伏毒害陀羅尼經                         ,【唐 不空譯】
021070##T1264b   1,佛說穰麌梨童女經                                                   ,【唐 不空譯】
021071##T1265    1,佛說常瞿利毒女陀羅尼咒經                                           ,【唐 瞿多譯】
021072##T1266    1,大聖天歡喜雙身毘那夜迦法                                           ,【唐 不空譯】
021073##T1267    1,使咒法經                                                           ,【唐 菩提留支譯】
021074##T1268    1,大使咒法經                                                         ,【唐 菩提留支譯】
021075##T1269    1,佛說金色迦那缽底陀羅尼經                                           ,【唐 金剛智譯】
021076##T1270    1,大聖歡喜雙身大自在天毘那夜迦王歸依念誦供養法                       ,【唐 善無畏譯】
021077##T1271    1,摩訶毘盧遮那如來定惠均等入三昧耶身雙身大聖歡喜天菩薩修行祕密法儀軌 ,【唐 不空譯】
021078##T1272    4,金剛薩埵說頻那夜迦天成就儀軌經                                     ,【宋 法賢譯】
021079##T1273    1,毘那夜迦[言*我]那缽底瑜伽悉地品祕要                                ,【唐 含光記】
021080##T1274    1,大聖歡喜雙身毘那夜迦天形像品儀軌                                   ,【唐 憬瑟撰】
021081##T1275    1,聖歡喜天式法                                                       ,【唐 般若惹羯羅撰】
021082##T1276    1,文殊師利菩薩根本大教王經金翅鳥王品                                 ,【唐 不空譯】
021083##T1277    1,速疾立驗魔醯首羅天說阿尾奢法                                       ,【唐 不空譯】
021084##T1278    1,迦樓羅及諸天密言經                                                 ,【唐 般若力譯】
021085##T1279    1,摩醯首羅天法要                                                     ,【】
021086##T1280    1,摩醯首羅大自在天王神通化生伎藝天女念誦法                           ,【】
021087##T1281    1,那羅延天共阿修羅王鬥戰法                                           ,【唐 寶思惟譯】
021088##T1282    1,寶藏天女陀羅尼法                                                   ,【】
021089##T1283    2,佛說寶藏神大明曼拏羅儀軌經                                         ,【宋 法天譯】
021090##T1284    2,佛說聖寶藏神儀軌經                                                 ,【宋 法天譯】
021091##T1285    1,佛說寶賢陀羅尼經                                                   ,【宋 法賢譯】
021092##T1286    1,堅牢地天儀軌                                                       ,【唐 善無畏譯】
021093##T1287    1,大黑天神法                                                         ,【唐 神愷記】
021094##T1288    3,佛說最上祕密那拏天經                                               ,【宋 法賢譯】
021095##T1289    1,佛說金毘羅童子威德經                                               ,【唐 不空譯】
021096##T1290    1,焰羅王供行法次第                                                   ,【唐 阿謨伽撰】
021097##T1291    1,深沙大將儀軌                                                       ,【唐 不空譯】
021098##T1292    1,法華十羅剎法                                                       ,【】
021099##T1293    1,般若守護十六善神王形體                                             ,【唐 金剛智譯】
021100##T1294    1,施八方天儀則                                                       ,【】
021101##T1295    1,供養護世八天法                                                     ,【唐 法全集】
021102##T1296    1,十天儀軌                                                           ,【】
021103##T1297    1,供養十二大威德天報恩品                                             ,【唐 不空譯】
021104##T1298    1,十二天供儀軌                                                       ,【】
021105##T1299    2,文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經                           ,【唐 不空譯】
021106##T1300    2,摩登伽經                                                           ,【吳 竺律炎支謙共譯】
021107##T1301    1,舍頭諫太子二十八宿經(一名虎耳經)                                   ,【西晉 竺法護譯】
021108##T1302    1,諸星母陀羅尼經                                                     ,【唐 法成譯】
021109##T1303    1,佛說聖曜母陀羅尼經                                                 ,【宋 法天譯】
021110##T1304    1,宿曜儀軌                                                           ,【唐 一行撰】
021111##T1305    1,北斗七星念誦儀軌                                                   ,【唐 金剛智譯】
021112##T1306    1,北斗七星護摩祕要儀軌                                               ,【】
021113##T1307    1,佛說北斗七星延命經                                                 ,【】
021114##T1308    1,七曜攘災決                                                         ,【唐 金俱吒撰】
021115##T1309    1,七曜星辰別行法                                                     ,【唐 一行撰】
021116##T1310    1,北斗七星護摩法                                                     ,【唐 一行撰】
021117##T1311    1,梵天火羅九曜                                                       ,【】
021118##T1312    1,難[仁-二+爾]計濕[口*縛]囉天說支輪經                                ,【宋 法賢譯】
021119##T1313    1,佛說救拔焰口餓鬼陀羅尼經                                           ,【唐 不空譯】
021120##T1314    1,佛說救面然餓鬼陀羅尼神咒經                                         ,【唐 實叉難陀譯】
021121##T1315    1,施諸餓鬼飲食及水法                                                 ,【唐 不空譯】
021122##T1316    1,佛說甘露經陀羅尼咒                                                 ,【】
021123##T1317    1,甘露陀羅尼咒                                                       ,【唐 實叉難陀譯】
021124##T1318    1,瑜伽集要救阿難陀羅尼焰口軌儀經                                     ,【唐 不空譯】
021125##T1319    1,瑜伽集要焰口施食起教阿難陀緣由                                     ,【唐 不空譯】
021126##T1320    1,瑜伽集要焰口施食儀                                                 ,【】
021127##T1321    1,佛說施餓鬼甘露味大陀羅尼經                                         ,【唐 跋馱木阿譯】
021128##T1322    1,新集浴像儀軌                                                       ,【唐 慧琳述】
021129##T1323    1,除一切疾病陀羅尼經                                                 ,【唐 不空譯】
021130##T1324    1,能淨一切眼疾病陀羅尼經                                             ,【唐 不空譯】
021131##T1325    1,佛說療痔病經                                                       ,【唐 義淨譯】
021132##T1326    1,佛說咒時氣病經                                                     ,【】
021133##T1327    1,佛說咒齒經                                                         ,【東晉 曇無蘭譯】
021134##T1328    1,佛說咒目經                                                         ,【】
021135##T1329    1,佛說咒小兒經                                                       ,【】
021136##T1330    1,囉[口*縛]拏說救療小兒疾病經                                        ,【宋 法賢譯】
021137##T1331   12,佛說灌頂經                                                         ,【東晉 帛尸梨蜜多羅譯】
021138##T1332    4,七佛八菩薩所說大陀羅尼神咒經                                       ,【失譯】
021139##T1333    1,虛空藏菩薩問七佛陀羅尼咒經                                         ,【失譯】
021140##T1334    1,如來方便善巧咒經                                                   ,【隋 闍那崛多譯】
021141##T1335    4,大吉義神咒經                                                       ,【元魏 曇曜譯】
021142##T1336   10,陀羅尼雜集                                                         ,【失譯】
021143##T1337    1,種種雜咒經                                                         ,【北周 闍那崛多譯】
021144##T1338    1,咒三首經                                                           ,【唐 地婆訶羅譯】
021145##T1339    4,大方等陀羅尼經                                                     ,【北涼 法眾譯】
021146##T1340   20,大法炬陀羅尼經                                                     ,【隋 闍那崛多譯】
021147##T1341   20,大威德陀羅尼經                                                     ,【隋 闍那崛多譯】
021148##T1342    1,佛說無崖際總持法門經                                               ,【西秦 聖堅譯】
021149##T1343    1,尊勝菩薩所問一切諸法入無量門陀羅尼經                               ,【北齊 萬天懿譯】
021150##T1344    1,金剛上味陀羅尼經                                                   ,【元魏 佛陀扇多譯】
021151##T1345    1,金剛場陀羅尼經                                                     ,【隋 闍那崛多譯】
021152##T1346    1,諸佛集會陀羅尼經                                                   ,【唐 提雲般若等譯】
021153##T1347    1,息除中夭陀羅尼經                                                   ,【宋 施護譯】
021154##T1348    1,佛說十二佛名神咒校量功德除障滅罪經                                 ,【隋 闍那崛多譯】
021155##T1349    1,佛說稱讚如來功德神咒經                                             ,【唐 義淨譯】
021156##T1350    1,佛說一切如來名號陀羅尼經                                           ,【宋 法賢譯】
021157##T1351    1,佛說持句神咒經                                                     ,【吳 支謙譯】
021158##T1352    1,佛說陀鄰尼缽經                                                     ,【東晉 曇無蘭譯】
021159##T1353    1,東方最勝燈王陀羅尼經                                               ,【隋 闍那崛多譯】
021160##T1354    1,東方最勝燈王如來經                                                 ,【隋 闍那崛多等譯】
021161##T1355    1,佛說聖最上燈明如來陀羅尼經                                         ,【宋 施護譯】
021162##T1356    1,佛說華積陀羅尼神咒經                                               ,【吳 支謙譯】
021163##T1357    1,佛說師子奮迅菩薩所問經                                             ,【失譯】
021164##T1358    1,佛說花聚陀羅尼咒經                                                 ,【失譯】
021165##T1359    1,佛說花積樓閣陀羅尼經                                               ,【宋 施護譯】
021166##T1360    1,六門陀羅尼經                                                       ,【唐 玄奘譯】
021167##T1361    1,六門陀羅尼經論                                                     ,【世親菩薩造】
021168##T1362    1,佛說善夜經                                                         ,【唐 義淨譯】
021169##T1363    1,勝幢臂印陀羅尼經                                                   ,【唐 玄奘譯】
021170##T1364    1,妙臂印幢陀羅尼經                                                   ,【唐 實叉難陀譯】
021171##T1365    1,八名普密陀羅尼經                                                   ,【唐 玄奘譯】
021172##T1366    1,佛說祕密八名陀羅尼經                                               ,【宋 法賢譯】
021173##T1367    1,佛說大普賢陀羅尼經                                                 ,【失譯】
021174##T1368    1,佛說大七寶陀羅尼經                                                 ,【失譯】
021175##T1369a   1,百千印陀羅尼經                                                     ,【唐 實叉難陀譯】
021176##T1369b   1,百千印陀羅尼經                                                     ,【唐 實叉難陀譯】
021177##T1370    1,佛說持明藏八大總持王經                                             ,【宋 施護譯】
021178##T1371    1,佛說聖大總持王經                                                   ,【宋 施護譯】
021179##T1372    1,增慧陀羅尼經                                                       ,【宋 施護譯】
021180##T1373    1,佛說施一切無畏陀羅尼經                                             ,【宋 施護等譯】
021181##T1374    1,佛說一切功德莊嚴王經                                               ,【唐 義淨譯】
021182##T1375    1,佛說莊嚴王陀羅尼咒經                                               ,【唐 義淨譯】
021183##T1376    2,佛說聖莊嚴陀羅尼經                                                 ,【宋 施護譯】
021184##T1377    1,佛說寶帶陀羅尼經                                                   ,【宋 施護譯】
021185##T1378a   1,佛說玄師[颱-台+(犮-乂+又)]陀所說神咒經                                 ,【東晉 曇無蘭譯】
021186##T1378b   1,幻師[颱-台+(犮-乂+又)]陀神咒經                                     ,【東晉 曇無蘭譯】
021187##T1379    1,佛說大愛陀羅尼經                                                   ,【宋 法賢譯】
021188##T1380    1,佛說善樂長者經                                                     ,【宋 法賢譯】
021189##T1381    1,佛說大吉祥陀羅尼經                                                 ,【宋 法賢譯】
021190##T1382    1,佛說宿命智陀羅尼                                                   ,【宋 法賢譯】
021191##T1383    1,佛說宿命智陀羅尼經                                                 ,【宋 法賢譯】
021192##T1384    1,佛說缽蘭那賒[口*縛]哩大陀羅尼經                                    ,【宋 法賢譯】
021193##T1385    1,佛說俱枳羅陀羅尼經                                                 ,【宋 法賢譯】
021194##T1386    1,佛說妙色陀羅尼經                                                   ,【宋 法賢譯】
021195##T1387    1,佛說栴檀香身陀羅尼經                                               ,【宋 法賢譯】
021196##T1388    1,佛說無畏陀羅尼經                                                   ,【宋 法賢譯】
021197##T1389    1,佛說無量壽大智陀羅尼                                               ,【宋 法賢譯】
021198##T1390    1,佛說洛叉陀羅尼經                                                   ,【宋 法賢譯】
021199##T1391    1,佛說檀特羅麻油述經                                                 ,【東晉 曇無蘭譯】
021200##T1392    1,大寒林聖難拏陀羅尼經                                               ,【宋 法天譯】
021201##T1393    1,佛說摩尼羅亶經                                                     ,【東晉 曇無蘭譯】
021202##T1394    1,佛說安宅神咒經                                                     ,【失譯】
021203##T1395    1,拔濟苦難陀羅尼經                                                   ,【唐 玄奘譯】
021204##T1396    1,佛說拔除罪障咒王經                                                 ,【唐 義淨譯】
021205##T1397    1,智炬陀羅尼經                                                       ,【唐 提雲般若等譯】
021206##T1398    1,佛說智光滅一切業障陀羅尼經                                         ,【宋 施護譯】
021207##T1399    1,佛說滅除五逆罪大陀羅尼經                                           ,【宋 法賢譯】
021208##T1400    1,佛說消除一切災障寶髻陀羅尼經                                       ,【宋 法賢譯】
021209##T1401    1,佛說大金剛香陀羅尼經                                               ,【宋 施護譯】
021210##T1402    1,消除一切閃電障難隨求如意陀羅尼經                                   ,【宋 施護譯】
021211##T1403    1,佛說如意摩尼陀羅尼經                                               ,【宋 施護譯】
021212##T1404    1,佛說如意寶總持王經                                                 ,【宋 施護譯】
021213##T1405    1,佛說息除賊難陀羅尼經                                               ,【宋 法賢譯】
021214##T1406    1,佛說辟除賊害咒經                                                   ,【】
021215##T1407    1,佛說辟除諸惡陀羅尼經                                               ,【宋 法賢譯】
021216##T1408    1,佛說最上意陀羅尼經                                                 ,【宋 施護譯】
021217##T1409    1,佛說聖最勝陀羅尼經                                                 ,【宋 施護譯】
021218##T1410    1,佛說勝幡瓔珞陀羅尼經                                               ,【宋 施護譯】
021219##T1411    1,佛說蓮華眼陀羅尼經                                                 ,【宋 施護譯】
021220##T1412    1,佛說寶生陀羅尼經                                                   ,【宋 施護譯】
021221##T1413    1,佛說尊勝大明王經                                                   ,【宋 施護譯】
021222##T1414    1,佛說金身陀羅尼經                                                   ,【宋 施護譯】
021223##T1415    1,大金剛妙高山樓閣陀羅尼                                             ,【宋 施護譯】
021224##T1416    1,金剛摧碎陀羅尼                                                     ,【宋 慈賢譯】
021225##T1417    1,佛說壞相金剛陀羅尼經                                               ,【元 沙囉巴譯】
021226##T1418    1,佛說一切如來安像三昧儀軌經                                         ,【宋 施護譯】
021227##T1419    1,佛說造像量度經解                                                   ,【清 工布查布譯解】
021228##T1420    2,龍樹五明論                                                         ,【】
022001##T1421   30,彌沙塞部和醯五分律                       ,【劉宋 佛陀什共竺道生等譯】
022002##T1422a   1,彌沙塞五分戒本                           ,【劉宋 佛陀什等譯】
022003##T1422b   1,五分戒本                                 ,【劉宋 佛陀什等譯】
022004##T1423    1,五分比丘尼戒本                           ,【梁 明徽集】
022005##T1424    1,彌沙塞羯磨本                             ,【唐 愛同錄】
022006##T1425   40,摩訶僧祇律                               ,【東晉 佛陀跋陀羅共法顯譯】
022007##T1426    1,摩訶僧祇律大比丘戒本                     ,【東晉 佛陀跋陀羅譯】
022008##T1427    1,摩訶僧祇比丘尼戒本                       ,【東晉 法顯共覺賢譯】
022009##T1428   60,四分律                                   ,【姚秦 佛陀耶舍共竺佛念等譯】
022010##T1429    1,四分律比丘戒本                           ,【後秦 佛陀耶舍譯】
022011##T1430    1,四分僧戒本                               ,【後秦 佛陀耶舍譯】
022012##T1431    1,四分比丘尼戒本                           ,【後秦 佛陀耶舍譯】
022013##T1432    1,曇無德律部雜羯磨                         ,【曹魏 康僧鎧譯】
022014##T1433    1,羯磨                                     ,【曹魏 曇諦譯】
022015##T1434    1,四分比丘尼羯磨法                         ,【劉宋 求那跋摩譯】
023001##T1435   61,十誦律                                   ,【後秦 弗若多羅共羅什譯】
023002##T1436    1,十誦比丘波羅提木叉戒本                   ,【姚秦 鳩摩羅什譯】
023003##T1437    1,十誦比丘尼波羅提木叉戒本                 ,【劉宋 法顯集出】
023004##T1438    1,大沙門百一羯磨法                         ,【】
023005##T1439    1,十誦羯磨比丘要用                         ,【劉宋 僧璩撰出】
023006##T1440    9,薩婆多毘尼毘婆沙                         ,【失譯】
023007##T1441   10,薩婆多部毘尼摩得勒伽                     ,【劉宋 僧伽跋摩譯】
023008##T1442   50,根本說一切有部毘奈耶                     ,【唐 義淨譯】
023009##T1443   20,根本說一切有部苾芻尼毘奈耶               ,【唐 義淨譯】
023010##T1444    4,根本說一切有部毘奈耶出家事               ,【唐 義淨譯】
023011##T1445    1,根本說一切有部毘奈耶安居事               ,【唐 義淨譯】
023012##T1446    1,根本說一切有部毘奈耶隨意事               ,【唐 義淨譯】
