001##01 阿含部類 T01-02,25,33 etc.
001001##T0001-25 長阿含經 etc. T01
001001001##T0001 長阿含經22卷
010001010044073##T1413 佛說尊勝大明王經1卷
010001010044074##T1414 佛說金身陀羅尼經1卷
010001010044075##T1415 大金剛妙高山樓閣陀羅尼1卷
010001010044076##T1416 金剛摧碎陀羅尼1卷
010001010044077##T1417 佛說壞相金剛陀羅尼經1卷
010001010044078##X0182 正了知王藥叉眷屬法
010001010044079##X0183 二十八夜叉大軍王名號
010001010044080##X0184 二十八藥叉大將名號
010001010044081##X0185 權現金色迦那婆底九目天法
010001010044082##X0188 祕密要術法
010001010044083##X0193 佛說&CB00230;溫黃神咒經
010001010044084##X0202 佛說大如意寶珠輪牛王守護神咒經
010001010044085##X0203 作世水宅心陀羅尼
010001010045##T1418-19, X0028 造像儀軌
010001010045001##T1418 佛說一切如來安像三昧儀軌經1卷
010001010045002##T1419 佛說造像量度經解1卷
010001010045003##X0028 造像量度經
010001010046##T1420 龍樹五明論2卷
010001010047##X0201 五大牛玉雨寶陀羅尼儀軌
010002##T39, X10-16,23,  P168,185 密教疏
010002001##T1796 大毘盧遮那成佛經疏20卷
010002002##T1797 大毘盧遮那經供養次第法疏2卷
010002003##T1798 金剛頂經大瑜伽祕密心地法門義訣1卷
010002004##T1799 etc. 首楞嚴義疏注經 etc. T39, X10-16, P168,185
010002004001##T1799 首楞嚴義疏注經20卷
010002004002##X0265 楞嚴經義疏注經科
010002004003##X0267 楞嚴經義疏釋要鈔
010002004004##X0268 楞嚴經集註
010002004005##X0269 楞嚴經熏聞記
010002004006##X0270 楞嚴經要解
010002004007##X0271 楞嚴經箋
010002004008##X0272 楞嚴經合論
010002004009##X0273-5 楞嚴經正&CB00160;疏 etc. X12
010002004009001##X0273 楞嚴經正&CB00160;疏科
010002004009002##X0274 楞嚴經正&CB00160;疏懸示
010002004009003##X0275 楞嚴經正&CB00160;疏
010002004010##X0276 楞嚴經摸象記
010002004011##X0277 楞嚴經懸鏡
010002004012##X0278 楞嚴經通議略科
010002004013##X0279 楞嚴經通議
010002004014##X0280 楞嚴經臆說
010002004015##X0281 楞嚴經圓通疏
010002004016##X0282 楞嚴經玄義
010002004017##X0283 楞嚴經秘錄
010002004018##X0284 楞嚴經玄義
010002004019##X0285 楞嚴經文句
010002004020##X0286 楞嚴經如說
010002004021##X0287 楞嚴經疏解蒙鈔
010002004022##X0288 楞嚴經證疏廣解
010002004023##X0289 楞嚴經合轍
010002004024##X0290 楞嚴經直指科文
010002004025##X0291 楞嚴經直指
010002004026##X0292 楞嚴經擊節
010002004027##X0293 楞嚴經懸談
010002004028##X0294 楞嚴經說約
010002004029##X0295 楞嚴經述
010002004030##X0296 楞嚴經截流
010002004031##X0297 楞嚴經圓通疏前茅
010002004032##X0298 楞嚴經直解
010002004033##X0299 楞嚴經講錄
010002004034##X0300 楞嚴經纂註
010002004035##X0301 楞嚴經精解評林
010002004036##X0302 楞嚴經略疏
010002004037##X0303 楞嚴經貫攝
010002004038##X0304-6 楞嚴經觀心定解 etc. X15
010002004038001##X0304 楞嚴經觀心定解科
010002004038002##X0305 楞嚴經觀心定解大綱
010002004038003##X0306 楞嚴經觀心定解
010002004039##X0307-9 楞嚴經指掌疏 etc. X16
010002004039001##X0307 楞嚴經指掌疏懸示
010002004039002##X0308 楞嚴經指掌疏
010002004039003##X0309 楞嚴經指掌疏事義
010002004040##X0310-2 楞嚴經勢至圓通章科解 etc. X16
010002004040001##X0310 楞嚴經勢至圓通章科解
010002004040002##X0311 楞嚴經勢至圓通章疏鈔
010002004040003##X0312 楞嚴經勢至圓通章解
010002004041##X0313 楞嚴經序指味疏
010002004042##X0314-6 楞嚴經寶鏡疏 etc. X16
010002004042001##X0314 楞嚴經寶鏡疏科文
010002004042002##X0315 楞嚴經寶鏡疏懸談
010002004042003##X0316 楞嚴經寶鏡疏
010002004043##X0317 楞嚴經正見
010002004044##X0318 楞嚴經宗通
010002004045##P1581 首楞嚴經義海
010002004046##P1618 大佛頂萬行首楞嚴經會解
010002005##T1800 請觀音經疏1卷
010002006##T1801 請觀音經疏闡義鈔4卷
010002007##T1802 十一面神&CB00057;心經義疏1卷
010002008##T1803, X0445 佛頂尊勝陀羅尼經教跡義記 etc. T39, X23
010002008001##T1803 佛頂尊勝陀羅尼經教跡義記2卷
010002008002##X0445 佛頂尊勝陀羅尼經釋
010002009##X0438-9 大日經義釋 etc. X23
010002009001##X0438 大日經義釋
010002009002##X0439 大日經義釋演密鈔
010002010##X0446 七俱胝佛母所說準提陀羅尼經會釋
010002011##X0447 觀自在菩薩如意心陀羅尼經略疏
010003##T46, X59,74, J19 密宗
010003001##T1952 觀自在菩薩如意輪&CB00057;課法1卷
010003002##T1953 菩提心義1卷
010003003##T1954 明佛法根本碑1卷
010003004##T1955 顯密圓通成佛心要集2卷
010003005##T1956 密&CB00057;圓因往生集1卷
010003006##X1043 看命一掌金
010003007##X1048 持咒仙人飛[金*本]儀軌
010003008##X1052 成就夢想法
010003009##X1054 多利心菩薩念誦法
010003010##X1069 釋迦牟尼如來拔除苦惱現大神變飛空大[金*本]法
010003011##X1073 金胎兩界師資相承
010003012##X1074 胎金兩界血脈
010003013##X1077 準提淨業
010003014##X1078 準提心要
010003015##X1079 持誦準提真言法要
010003016##X1080 瑜伽集要施食儀軌
010003017##X1081 修設瑜伽集要施食壇儀
010003018##X1082 於密滲施食旨[既/木]
010003019##X1083 修習瑜伽集要施食壇儀
010003020##X1084 瑜伽燄口註集纂要儀軌
010003021##X1479,81-82 密宗禮懺儀 etc.
010003021001##X1479 佛母孔雀尊經科式1卷
010003021002##X1481 准提三昧行法1卷
010003021003##X1482 准提焚修悉地懺悔玄文1卷
010003022##JB047 瑜伽集要燄口施食儀
011##11 律部類 T22-24,40a,45,85, X38-44,59-60,74 etc.
011001##T22-24,40a, X39-40,44, A114 律部／疏 T40a,85, X38-39,44, F02
011001001##T1421-83 etc. 聲聞律藏 T22-24,40a, X39-40,44, F02
011001001001##T1421-64 etc. 聲聞律典 T22-24,40a, X39-40, F02
011001001001001##T1421 彌沙塞部和醯五分律30卷
011001001001002##T1422a 彌沙塞五分戒本1卷
011001001001003##T1422b 五分戒本1卷
011001001001004##T1423 五分比丘尼戒本1卷
011001001001005##T1424 彌沙塞羯磨本1卷
011001001001006##T1425 摩訶僧祇律40卷
011001001001007##T1426 摩訶僧祇律大比丘戒本1卷
011001001001008##T1427 摩訶僧祇比丘尼戒本1卷
011001001001009##T1428 四分律60卷
011001001001010##T1429 四分律比丘戒本1卷
011001001001011##T1430 四分僧戒本1卷
011001001001012##T1431 四分比丘尼戒本1卷
011001001001013##T1432 曇無德律部雜羯磨1卷
011001001001014##T1433 羯磨1卷
011001001001015##T1434 四分比丘尼羯磨法1卷
011001001001016##T1435 十誦律61卷
011001001001017##T1436 十誦比丘波羅提木叉戒本1卷
011001001001018##T1437 十誦比丘尼波羅提木叉戒本1卷
011001001001019##T1438 大沙門百一羯磨法1卷
011001001001020##T1439 十誦羯磨比丘要用1卷
011001001001021##T1440 薩婆多毘尼毘婆沙9卷
011001001001022##T1441 薩婆多部毘尼摩得勒伽10卷
011001001001023##T1442 根本說一切有部毘奈耶50卷
011001001001024##T1443 根本說一切有部苾芻尼毘奈耶20卷
011001001001025##T1444 根本說一切有部毘奈耶出家事4卷
011001001001026##T1445 根本說一切有部毘奈耶安居事1卷
011001001001027##T1446 根本說一切有部毘奈耶隨意事1卷
011001001001028##T1447 根本說一切有部毘奈耶皮革事2卷
011001001001029##T1448 根本說一切有部毘奈耶藥事18卷
011001001001030##T1449 根本說一切有部毘奈耶羯恥那衣事1卷
011001001001031##T1450 根本說一切有部毘奈耶破僧事20卷
011001001001032##T1451 根本說一切有部毘奈耶雜事40卷
011001001001033##T1452 根本說一切有部尼陀那目得迦10卷
011001001001034##T1453 根本說一切有部百一羯磨10卷
011001001001035##T1454 根本說一切有部戒經1卷
011001001001036##T1455 根本說一切有部苾芻尼戒經1卷
011001001001037##T1456 根本說一切有部毘奈耶尼陀那目得迦攝頌1卷
011001001001038##T1457 根本說一切有部略毘奈耶雜事攝頌1卷
011001001001039##T1458 根本薩婆多部律攝14卷
011001001001040##T1459 根本說一切有部毘奈耶頌3卷
011001001001041##T1460 解脫戒經1卷
011001001001042##T1461 律二十二明了論1卷
011001001001043##T1462 善見律毘婆沙18卷
011001001001044##T1463 毘尼母經8卷
011001001001045##T1464 鼻奈耶10卷
011001001001046##T1808 四分律刪補隨機羯磨2卷
011001001001047##T1809 僧羯磨3卷
011001001001048##T1810 尼羯磨3卷
011001001001049##X0707 新刪定四分僧戒本
011001001001050##X0722 四分刪定比丘尼戒本
011001001001051##X0725 式叉摩那尼戒本
011001001001052##F0041 比丘尼羯磨經
011001001002##T1465-83, X0750-51 戒律小經 T24, X44
011001001002001##T1465 舍利弗問經1卷
011001001002002##T1466 優波離問佛經1卷
011001001002003##T1467a 佛說犯戒罪報輕重經1卷
011001001002004##T1467b 佛說犯戒罪報輕重經1卷
011001001002005##T1468 佛說目連所問經1卷
011001001002006##T1469 佛說迦葉禁戒經1卷
011001001002007##T1470 大比丘三千威儀2卷
011001001002008##T1471 沙彌十戒法并威儀1卷
011001001002009##T1472 沙彌威儀1卷
011001001002010##T1473 佛說沙彌十戒儀則經1卷
011001001002011##T1474 沙彌尼戒經1卷
011001001002012##T1475 沙彌尼離戒文1卷
011001001002013##T1476 佛說優婆塞五戒相經1卷
011001001002014##T1477 佛說戒消災經1卷
011001001002015##T1478 大愛道比丘尼經2卷
011001001002016##T1479 佛說苾芻五法經1卷
011001001002017##T1480 佛說苾芻迦尸迦十法經1卷
011001001002018##T1481 佛說五恐怖世經1卷
011001001002019##T1482 佛阿毘曇經出家相品2卷
011001001002020##T1483a 佛說目連問戒律中五百輕重事1卷
011001001002021##T1483b 佛說目連問戒律中五百輕重事經2卷
011001001002022##X0750 佛說目連五百問經略解
011001001002023##X0751 佛說目連五百問戒律中輕重事經釋
011001002##T1484-1504, A1511 菩薩戒藏 T24, A114／疏 T40a,85, X38-39
011001002001##T1484 梵網經 T24／疏 T40a,85, X38-39
011001002001001##T1484 梵網經2卷
011001002001002##T1811-15 etc. 梵網經疏 T40a, X38-39
011001002001002001##T1811 菩薩戒義疏2卷
011001002001002002##T1812 天台菩薩戒疏3卷
011001002001002003##T1813 梵網經菩薩戒本疏6卷
011001002001002004##T1814 菩薩戒本疏3卷
011001002001002005##T1815 梵網經古跡記3卷
011001002001002006##X0676 梵網菩薩戒經義疏
011001002001002007##X0678 梵網菩薩戒經疏註
011001002001002008##X0679 梵網菩薩戒經義疏發隱
011001002001002009##X0680 梵網菩薩戒經義疏發隱事義
011001002001002010##X0681 梵網菩薩戒經義疏發隱問辯
011001002001002011##X0682 梵網經記
011001002001002012##X0683 梵網經菩薩戒本私記
011001002001002013##X0686 梵網經菩薩戒本述記
011001002001002014##X0687 梵網經菩薩戒本疏
011001002001002015##X0690 梵網經菩薩戒疏
011001002001002016##X0691 梵網經菩薩戒注
011001002001002017##X0692 菩薩戒疏隨見錄
011001002001002018##X0693 梵網經玄義
011001002001002019##X0694 梵網經合註
011001002001002020##X0695 梵網經菩薩戒略疏
011001002001002021##X0696 半月誦菩薩戒儀式註
011001002001002022##X0697 梵網經直解
011001002001002023##X0698 梵網經直解事義
011001002001002024##X0699 梵網經順硃
011001002001002025##X0700 梵網經菩薩戒初津
011001002001003##T2797 梵網經述記卷第一 1卷 T85
011001002002##T1485 瓔珞經 T24／疏 T85, X39
011001002002001##T1485 菩薩瓔珞本業經2卷
011001002002002##T2798 本業瓔珞經疏 1卷
011001002002003##X0705 瓔珞本業經疏
011001002003##T1486 受十善戒經1卷
011001002004##T1487 佛說菩薩內戒經1卷
011001002005##T1488 優婆塞戒經7卷
011001002006##T1489 清淨毘尼方廣經1卷
011001002007##T1490 寂調音所問經1卷
011001002008##T1491 菩薩藏經1卷
011001002009##T1492 佛說舍利弗悔過經1卷
011001002010##T1493 大乘三聚懺悔經1卷
011001002011##T1494 佛說淨業障經1卷
011001002012##T1495 善恭敬經1卷
011001002013##T1496 佛說正恭敬經1卷
011001002014##T1497 佛說大乘戒經1卷
011001002015##T1498 佛說八種長養功德經1卷
011001002016##T1499 菩薩戒羯磨文1卷
011001002017##T1500 菩薩戒本1卷
011001002018##T1501 菩薩戒本1卷
011001002019##T1502 菩薩受齋經1卷
011001002020##T1503 優婆塞五戒威儀經1卷
011001002021##T1504 菩薩五法懺悔文1卷
011001002022##A1511 佛說清淨毘奈耶最上大乘經
011002##T40a,85, X39-44 四分律疏
011002001##T1804 四分律刪繁補闕行事鈔12卷
011002002##T1805 四分律行事鈔資持記16卷
011002003##T1806 四分律比丘含注戒本3卷
011002004##T1807 四分比丘戒本疏2卷
011002005##T2787-96 四分律古逸疏
011002005001##T2787 四分戒本疏食卷第一．第二．第三 3卷
011002005002##T2788 律戒本疏 1卷
011002005003##T2789 律戒本疏 1卷
011002005004##T2790 律雜抄 1卷
011002005005##T2791 宗四分比丘隨門要略行儀 1卷
011002005006##T2792 毘尼心 1卷
011002005007##T2793 三部律抄 1卷
011002005008##T2794 律抄 1卷
011002005009##T2795 四部律并論要用抄 2卷
011002005010##T2796 律抄第三卷手決 1卷
011002006##X0708 毗尼珍敬錄
011002007##X0712 四分律含注戒本疏發揮記
011002008##X0713 四分律含注戒本疏科
011002009##X0714a 四分律含注戒本疏行宗記
011002010##X0714b 四分律含注戒本疏行宗記
011002011##X0715 釋四分戒本序
011002012##X0716 四分戒本緣起事義
011002013##X0717 四分戒本如釋
011002014##X0718 四分戒本約義
011002015##X0719 重治毗尼事義集要
011002016##X0720 毗尼關要
011002017##X0721 毗尼關要事義
011002018##X0723 四分比丘尼鈔科
011002019##X0724 四分比丘尼鈔
011002020##X0726 四分律隨機羯磨疏正源記
011002021##X0727 四分律刪補隨機羯磨疏科
011002022##X0728 四分律刪補隨機羯磨疏濟緣記
011002023##X0729 羯磨經序解
011002024##X0730 毗尼作持續釋
011002025##X0731 四分律疏
011002026##X0732 四分律搜玄錄
011002027##X0733 四分律疏飾宗義記
011002028##X0734 四分律疏
011002029##X0735 四分律開宗記
011002030##X0736 四分律行事鈔批
011002031##X0737 四分律行事鈔簡正記
011002032##X0738 四分律行事鈔科
011002033##X0740 資持記序解並五例講義
011002034##X0741 行事鈔諸家記標目
011002035##X0742 資持記立題拾義
011002036##X0743 毗尼討要
011002037##X0744 四分律名義標釋
011002038##X0745 四分律藏大小持戒犍度略釋
011002039##X0746 四分律拾毗尼義鈔科
011002040##X0747 四分律拾毗尼義鈔
011002041##X0748 四分律拾毗尼義鈔輔要記
011003##T45, X39,44,59-60,74 律宗
011003001##T1892-99 道宣著作
011003001001##T1892 關中創立戒壇圖經1卷
011003001002##T1893 淨心戒觀法2卷
011003001003##T1894 釋門章服儀1卷
011003001004##T1895 量處輕重儀2卷
011003001005##T1896 釋門歸敬儀2卷
011003001006##T1897 教誡新學比丘行護律儀1卷
011003001007##T1898 律相感通傳1卷
011003001008##T1899 中天竺舍衛國祇洹寺圖經2卷
011003002##T1900, X1102 佛制比丘六物圖 etc.
011003002001##T1900 佛制比丘六物圖1卷 元照
011003002002##X1102 佛制六物圖辯訛
011003003##T1901-3 義淨著作
011003003001##T1901 護命放生軌儀法1卷
011003003002##T1902 受用三水要行法1卷
011003003003##T1903 說罪要行法1卷
011003004##T1904-5 拔合思巴集有部律典
011003004001##T1904 根本說一切有部出家授近圓羯磨儀範1卷
011003004002##T1905 根本說一切有部苾芻習學略法1卷
011003005##T1906-7, X0702-3 菩薩戒持犯論 etc.
011003005001##T1906 菩薩戒本宗要1卷
011003005002##T1907 菩薩戒本持犯要記1卷
011003005003##X0702 菩薩戒本箋要
011003005004##X0703 菩薩戒羯磨文釋
011003006##T1908-10, X1489-90,95-99,1504-07 禮懺儀
011003006001##T1908 大乘六情懺悔1卷
011003006002##T1909 慈悲道場懺法10卷
011003006003##T1910 慈悲水懺法3卷
011003006004##X1489 吳中石佛相好懺儀
011003006005##X1490 舍利懺法
011003006006##X1495 慈悲道場水懺法隨聞錄3卷
011003006007##X1496 慈悲道場水懺法科註3卷
011003006008##X1497 法界聖凡水陸勝會修齋儀軌
011003006009##X1498 法界聖凡水陸大齋普利道場性相通論
011003006010##X1499 法界聖凡水陸大齋法輪寶懺
011003006011##X1504 南山祖師禮讚文1卷
011003006012##X1505 南山祖師禮讚文1卷
011003006013##X1506 南山祖師禮讚文1卷
011003006014##X1507 大智律師禮讚文1卷
011003007##X1096,98-99 允堪著作
011003007001##X1096 淨心誡觀法發真鈔
011003007002##X1098 衣[金*本]名義章
011003007003##X1099 新受戒比丘六念五觀法
011003008##X1097,100,104-106 元照著作
011003008001##X1097 釋門章服儀應法記
011003008002##X1100 道具賦
011003008003##X1104 芝園遺編
011003008004##X1105 芝園集
011003008005##X1106 補續芝園集
011003009##X1109-10 守一著作
011003009001##X1109 終南家業
011003009002##X1110 律宗會元
011003010##X1111-12 妙蓮著作
011003010001##X1111 蓬折直辨
011003010002##X1112 蓬折箴
011003011##X1115,22,28,0709 讀體著作
011003011001##X0709 毗尼止持會集
011003011002##X1115 毗尼日用切要
011003011003##X1122 沙彌尼律儀要略
011003011004##X1128 傳戒正範
011003012##X1116,19,34-35 書玉著作
011003012001##X1116 毗尼日用切要香乳記
011003012002##X1119 沙彌律儀要略述義
011003012003##X1134 二部僧授戒儀式
011003012004##X1135 羯磨儀式
011003013##X1117-18,29-33,1491-93 弘贊著作
011003013001##X1117 沙門日用
011003013002##X1118 沙彌律儀要略增註
011003013003##X1129 歸戒要集
011003013004##X1130 八關齋法
011003013005##X1131 比丘受戒錄
011003013006##X1132 比丘尼受戒錄
011003013007##X1133 沙彌學戒儀軌頌註
011003013008##X1491 禮舍利塔儀式1卷
011003013009##X1492 禮佛儀式1卷
011003013010##X1493 供諸天科儀1卷
011003014##X1121,23-24,37,0749 智旭著作
011003014001##X0749 佛說齋經科註
011003014002##X1121 沙彌十戒威儀錄要
011003014003##X1123 在家律要廣集
011003014004##X1124 律要後集
011003014005##X1137 梵網經懺悔行法
011003015##X1126-27 法藏著作
011003015001##X1126 弘戒法儀
011003015002##X1127 傳授三壇弘戒法儀
011003016##X1085 受菩薩戒儀
011003017##X1086 授菩薩戒儀
011003018##X1087 略授三歸五八戒並菩薩戒
011003019##X1088 受菩薩戒法
011003020##X1094 釋門歸敬儀護法記
011003021##X1095 釋門歸敬儀通真記
011003022##X1103 三衣顯正圖
011003023##X1107 律宗新學名句
011003024##X1108 律宗問答
011003025##X1113 律苑事規
011003026##X1114 毗尼日用錄
011003027##X1120 沙彌律儀毗尼日用合參
011003028##X1125 律學發軔
011003029##X1136 經律戒相布薩軌儀
011003030##X1138 戒殺四十八問
011003031##X1139 體仁要術
012##12 毘曇部類 T26b-29,41,85, X53
012001##T1536-42 六足論 T26b
012001001##T1536 阿毘達磨集異門足論20卷
012001002##T1537 阿毘達磨法蘊足論12卷
012001003##T1538 施設論7卷
012001004##T1539 阿毘達磨識身足論16卷
012001005##T1540 阿毘達磨界身足論3卷
012001006##T1541 眾事分阿毘曇論12卷
012001007##T1542 阿毘達磨品類足論18卷
012002##T1543-44 發智論 T26b
012002001##T1543 阿毘曇八犍度論30卷
012002002##T1544 阿毘達磨發智論20卷
012003##T1545-47 毘婆沙論 T27-28
012003001##T1545 阿毘達磨大毘婆沙論200卷
012003002##T1546 阿毘曇毘婆沙論60卷
012003003##T1547 鞞婆沙論14卷
012004##T1548-57 毘婆沙綱要論 T28
012004001##T1548 舍利弗阿毘曇論30卷
012004002##T1549 尊婆須蜜菩薩所集論10卷
012004003##T1550 阿毘曇心論4卷
012004004##T1551 阿毘曇心論經6卷
012004005##T1552 雜阿毘曇心論11卷
012004006##T1553 阿毘曇甘露味論2卷
012004007##T1554 入阿毘達磨論2卷
012004008##T1555 五事毘婆沙論2卷
012004009##T1556 薩婆多宗五事論1卷
012004010##T1557 阿毘曇五法行經1卷
012005##T1558-63, X0843 俱舍論 etc. T29, X53
012005001##T1558 阿毘達磨俱舍論30卷
012005002##T1559 阿毘達磨俱舍釋論22卷
012005003##T1560 阿毘達磨俱舍論本頌1卷
012005004##T1561 俱舍論實義疏5卷
012005005##T1562 阿毘達磨順正理論80卷
012005006##T1563 阿毘達磨藏顯宗論40卷
012005007##X0843 順正理論述文記
012006##T1821-23 etc. 俱舍論疏 T41, X53
012006001##T1821 俱舍論記31卷
012006002##T1822 俱舍論疏31卷
012006003##T1823 俱舍論頌疏論本30卷
012006004##X0836 俱舍論疏
012006005##X0837 俱舍論法宗原
012006006##X0838 俱舍論頌疏序記
012006007##X0839 俱舍論頌疏義鈔
012006008##X0841 俱舍論頌疏記
012006009##X0842 俱舍論頌疏
012007##T2840 三界圖 1卷 T85
013##13 中觀部類 T30a,42,45,85, X46,54 etc.
013001##T30a, K41 中觀部／疏 T42,85, X46
013001001##T1564-67, K1482 中論 etc.／疏 T42
013001001001##T1564 中論4卷
013001001002##T1565 順中論2卷
013001001003##T1566 般若燈論釋15卷
013001001004##T1567 大乘中觀釋論9卷
013001001005##K1482 大乘中觀釋論(第10卷-第18卷)
013001001006##T1824 中觀論疏20卷
013001002##T1568 十二門論／疏 T42
013001002001##T1568 十二門論1卷
013001002002##T1825 十二門論疏6卷
013001002003##T1826 十二門論宗致義記2卷
013001003##T1569-72 百論 etc.／疏 T42,85
013001003001##T1569 百論／疏 T42
013001003001001##T1569 百論2卷
013001003001002##T1827 百論疏9卷
013001003002##T1570 廣百論本1卷
013001003003##T1571 廣百論釋論／疏 T85
013001003003001##T1571 大乘廣百論釋論10卷
013001003003002##T2800 廣百論疏卷第一 1卷
013001003004##T1572 百字論1卷
013001004##T1573-78 中觀綱要 T30／疏 X46
013001004001##T1573 壹輸盧迦論1卷
013001004002##T1574 大乘破有論1卷
013001004003##T1575 六十頌如理論1卷
013001004004##T1576 大乘二十頌論1卷
013001004005##T1577 大丈夫論2卷
013001004006##T1578 大乘掌珍論2卷
013001004007##X0788 掌珍論疏
013002##T45, X46,54 三論宗
013002001##T1852 三論玄義
013002002##T1853 大乘玄論
013002003##T1854 二諦義
013002004##T1855 三論游意義
013002005##T1856 羅什大義
013002006##T1857-60 etc. 肇論／疏 T45, X54
013002006001##T1857 寶藏論1卷
013002006002##T1858 肇論1卷
013002006003##T1859 肇論疏3卷
013002006004##T1860 肇論新疏3卷
013002006005##X0866 肇論疏
013002006006##X0868 肇論疏科
013002006007##X0869 夾科肇論序注
013002006008##X0870 注肇論疏
013002006009##X0872 肇論新疏游刃
013002006010##X0873 肇論略註
013002006011##X0878 物不遷正量證
013002006012##X0879 物不遷正量論
013002006013##X0880 物不遷論辯解
013002007##X0784 大乘四論玄義
013002008##X0876 三論略章
014##14 瑜伽部類 T30b-32,42-45,85, X39,46-51,55 etc.
014001##T30b-32 瑜伽行派論／疏 T42-44,85, X39,46-51, A120
014001001##T1579-84 瑜伽論／疏 T42-43,85, X39,47, A120
014001001001##T1579 瑜伽師地論 100卷彌勒－玄奘
014001001002##T1580 瑜伽師地論釋 1 最勝子等－玄奘
014001001003##T1581 菩薩地持經 10 曇無讖
014001001004##T1582 菩薩善戒經 9 求那跋摩
014001001005##T1583 菩薩善戒經 1 求那跋摩
014001001006##T1584 決定藏論 3 真諦
014001001007##T1828 瑜伽論記 24 遁倫
014001001008##T1829 瑜伽師地論略纂 16 窺基
014001001009##T2801 瑜伽師地論分門記 3卷
014001001010##T2802 瑜伽論手記 1卷
014001001011##T2803 地持義記卷第四 4卷
014001001012##X0704 地持論義記
014001001013##X0794 瑜伽論劫章頌
014001001014##A1565a 瑜伽師地論義演 (1,4,6-8,11-12,15,17,19-20,22,26,28-32卷)
014001001015##A1565b 瑜伽師地論義演 33-35,38,40卷)
014001002##T1585-87,1618 成唯識論／疏 T43,85, X48-51
014001002001##T1585 成唯識論 10 護法等－玄奘
014001002002##T1586 唯識三十論頌 1 世親－玄奘
014001002003##T1587 轉識論 1 真諦
014001002004##T1618 顯識論 1 真諦
014001002005##T1830-33 etc. 成唯識論疏
014001002005001##T1830 成唯識論述記 20 窺基
014001002005002##T1831 成唯識論掌中樞要 4 窺基
014001002005003##T1832 成唯識論了義燈 13 惠沼
014001002005004##T1833 成唯識論演祕 14 智周
014001002005005##X0806 成唯識論料簡
014001002005006##X0808 成唯識論別抄
014001002005007##X0810 成唯識論掌中樞要記
014001002005008##X0812 成唯識論了義燈記
014001002005009##X0814 成唯識論義蘊
014001002005010##X0815 成唯識論疏義演
014001002005011##X0816 成唯識論演秘釋
014001002005012##X0817 註成唯識論
014001002005013##X0818 成唯識論學記
014001002005014##X0819 成唯識論疏抄
014001002005015##X0820 成唯識論俗詮
014001002005016##X0821 成唯識論集解
014001002005017##X0822a 成唯識論證義
014001002005018##X0822b 成唯識論證義
014001002005019##X0823 成唯識論自考
014001002005020##X0824 成唯識論觀心法要
014001002005021##X0825 成唯識論音響補遺科
014001002005022##X0826 成唯識論音響補遺
014001002005023##X0827 唯識三十論約意
014001002005024##X0828 唯識三十論直解
014001002006##T2804 唯識三十論要釋 1卷
014001003##T1588-91 唯識二十論／疏 T43
014001003001##T1588 唯識論 1 天親－瞿曇般若流支
014001003002##T1589 大乘唯識論 1 天親－ 真諦
014001003003##T1590 唯識二十論 1 世親－玄奘
014001003004##T1591 成唯識寶生論 5 護法－義淨
014001003005##T1834 唯識二十論述記 2 窺基
014001004##T1592-98 攝論及釋／疏 T85
014001004001##T1592 攝大乘論2卷
014001004002##T1593 攝大乘論3卷
014001004003##T1594 攝大乘論本3卷
014001004004##T1595 攝大乘論釋15卷
014001004005##T1596 攝大乘論釋論10卷
014001004006##T1597 攝大乘論釋10卷
014001004007##T1598 攝大乘論釋10卷
014001004008##T2805 攝大乘講疏卷第五．第七 2卷
014001004009##T2806 攝大乘論抄 1卷
014001004010##T2807 攝大乘論章卷第一 1卷
014001004011##T2808 攝論章卷第一 1卷
014001004012##T2809 攝大乘論章卷第四 1卷
014001005##T1599-1601,16 辯中邊論／疏 T44, X48
014001005001##T1599 中邊分別論2卷
014001005002##T1600 辯中邊論3卷
014001005003##T1601 辯中邊論頌1卷
014001005004##T1616 十八空論1卷
014001005005##T1835 辯中邊論述記3卷
014001005006##X0797 中邊分別論疏
014001006##T1602-03,17 顯揚論
014001006001##T1602 顯揚聖教論20卷
014001006002##T1603 顯揚聖教論頌1卷
014001006003##T1617 三無性論2卷
014001007##T1604 莊嚴經論 13卷
014001008##T1605-06 集論／疏 X48
014001008001##T1605 大乘阿毘達磨集論7卷
014001008002##T1606 大乘阿毘達磨雜集論16卷
014001008003##X0796 雜集論述記
014001009##T1607 六門教授習定論 1卷無著世親－義淨
014001010##T1608-09 成業論
014001010001##T1608 業成就論1卷
014001010002##T1609 大乘成業論1卷
014001011##T1610-11,26-27 如來藏論書／疏 T44, X46
014001011001##T1610 佛性論 4 天親 －真諦
014001011002##T1611 究竟一乘寶性論 4 勒那摩提
014001011003##T1626-7 大乘法界無差別論／疏 T44, X46
014001011003001##T1626 大乘法界無差別論 1 堅慧－提雲般若等
014001011003002##T1627 大乘法界無差別論 1 堅慧 －提雲般若
014001011003003##T1838 大乘法界無差別論疏 1 法藏
014001011003004##X0786 大乘法界無差別論疏領要鈔科
014001011003005##X0787 大乘法界無差別論疏領要鈔
014001012##T1612-13 五蘊論
014001012001##T1612 大乘五蘊論1卷
014001012002##T1613 大乘廣五蘊論1卷
014001013##T1614 百法論／疏 T44,85, X48, L149,153, U205
014001013001##T1614 大乘百法明門論1卷
014001013002##T1836-37 etc. 百法明門論疏
014001013002001##T1836 大乘百法明門論解2卷
014001013002002##T1837 大乘百法明門論疏2卷
014001013002003##U1368 大乘百法明門論疏
