001##X01
001001##X0001 圓覺經佚文
053020##X0855 因明入正理論疏抄略記,(一卷),唐．智周撰
053021##X0856 因明入正理論解,(一卷),明．真界集解
053022##X0857 因明入正理論集解,(一卷),明．王肯堂集釋
053023##X0858 因明入正理論直疏,(一卷),明．明昱疏
053024##X0859 因明入正理論直解,(一卷),明．智旭述
053025##X0860 判比量論,(唯存跋文一卷),新羅．元曉述
053026##X0861 三支比量義鈔,(一卷),唐．玄奘立　宋．延壽造　明．明昱鈔
053027##X0862 真唯識量略解,(一卷),明．智旭略解
054##X54
054001##X0863=T1856 大乘大義章(3卷)
054001001##T1856 大乘大義章,(3卷),東晉．慧遠問　秦．羅什答
054002##X0864=T1857 寶藏論(1卷)
054002001##T1857 寶藏論,(1卷),隋．僧肇著
054003##X0865=T1858 肇論(1卷)
054003001##T1858 肇論,(1卷),隋．僧肇作
054004##X0866 肇論疏,(三卷欠下卷),晉．惠達撰
054005##X0867=T1859 肇論疏(3卷)
054005001##T1859 肇論疏,(3卷),唐．元康撰
054006##X0868 肇論疏科,(1卷),宋．遵式排定
054007##X0869 夾科肇論序注,(1卷),宋．曉月注
054008##X0870 注肇論疏,(6卷),宋．遵式述
054009##X0871=T1860 肇論新疏(3卷)
054009001##T1860 肇論新疏,(3卷),宋．文才述
054010##X0872 肇論新疏游刃,(3卷),宋．文才述
054011##X0873 肇論略註,(6卷),明．德清述
054012##X0874=T1851 大乘義章(20卷)
054012001##T1851 大乘義章,(20卷),隋．慧遠撰
054013##X0875=T1854 二諦章(3卷)
054013001##T1854 二諦章（二諦義）,(3卷),隋．吉藏撰
054014##X0876 三論略章,(1卷),隋．吉藏撰
054015##X0877=T1853 大乘玄論(5卷)
054015001##T1853 大乘玄論,(5卷),隋．吉藏撰
054016##X0878 物不遷正量證,(1卷),明．道衡述
054017##X0879 物不遷正量論,(2卷),明．鎮澄著
054018##X0880 物不遷論辯解,(1卷),明．真界解
055##X55
055001##X0881=T1861 大乘法苑義林章(14卷)
055001001##T1861 大乘法苑義林章,(14卷),唐．窺基撰
055002##X0882 大乘法苑義林章補闕,(卷四、七及八),唐．慧沼撰
055003##X0883 大乘法苑義林章決擇記,(4卷),唐．智周撰
055004##X0884 表無表章栖翫記,(1卷),宋．守千述
055005##X0885=T1862 勸發菩提心集(3卷)
055005001##T1862 勸發菩提心集,(3卷),唐．慧沼撰
055006##X0886=T1863 能顯中邊慧日論(4卷)
055006001##T1863 能顯中邊慧日論,(4卷),唐．慧沼撰
055007##X0887=T1864 大乘入道次第章(1卷)
055007001##T1864 大乘入道次第章,(1卷),唐．智周撰
055008##X0888 唯識開蒙問答,(2卷),元．雲[山/夆]集
055009##X0889=T1865 八識規矩補註(2卷)
055009001##T1865 八識規矩補註,(2卷),明．普泰補註
055010##X0890 八識規矩補註證義,(1卷),明．明昱證義
055011##X0891 八識規矩略說,(1卷),明．正誨略說
055012##X0892 八識規矩頌解,(一卷附唯識略解),明．真可述
055013##X0893 八識規矩通說,(一卷附六祖大師智頌解),明．德清述
055014##X0894 八識規矩纂釋,(1卷),明．廣益纂釋
055015##X0895 八識規矩直解,(1卷),明．智旭解
055016##X0896 八識規矩淺說,(1卷),清．行舟說
055017##X0897 八識規矩頌注,(1卷),清．行舟註
055018##X0898 八識規矩論義,(一卷附冥合百法論義文),清．性起論釋　善漳等錄
055019##X0899 相宗八要,(八卷今唯收憑夢禎撰因明論題辭耳),明．洪恩輯
055020##X0900 相宗八要解,(八卷分出別處今唯收敘文凡例耳),明．明昱著
055021##X0901 相宗八要直解,(八卷　分出別處),明．智旭解
055022##X0902 一乘佛性究竟論,(卷三),唐．法寶述
055023##X0903 隨自意三昧,(1卷),隋．慧思撰
055024##X0904 大乘止觀法門宗圓記,(5卷),宋．了然述
055025##X0905 大乘止觀法門釋要,(4卷),明．智旭述
055026##X0906=T1917 六妙法門(1卷)
055026001##T1917 六妙法門,(1卷),隋．智顗(略出)
055027##X0907 禪門章,(1卷),隋．智顗說
055028##X0908 禪門要略,(1卷),隋．智顗出
055029##X0909 三觀義,(2卷),隋．智顗撰
055030##X0910=T1920 觀心論(1卷)
055030001##T1920 觀心論,(1卷),隋．智顗述
055031##X0911 觀心食法,(1卷),隋．智顗述
055032##X0912 觀心誦經法記,(1卷),隋．智顗說　唐．湛然述
055033##X0913 天台智者大師發願文,(1卷),隋．智顗撰
055034##X0914 普賢菩薩發願文,(1卷),隋．智顗撰
055035##X0915 刪定止觀,(三卷附天台智者大師傳論一卷),唐．梁肅述
055036##X0916 天台智者大師傳論,,唐．梁肅述
055037##X0917 止觀科節,(1卷),
055038##X0918 止觀記中異義,(1卷),唐．道邃說乾淑集
055039##X0919 止觀輔行搜要記,(10卷),唐．湛然述
055040##X0920 止觀輔行助覽,(4卷),宋．有嚴注
056##X56
056001##X0921 摩訶止觀義例纂要,(6卷),宋．從義撰
056002##X0922 摩訶止觀義例科,(1卷),宋．從義排
056003##X0923 摩訶止觀義例隨釋,(6卷),宋．處元述
056004##X0924 摩訶止觀貫義科,(2卷),明．天溪說　清．靈耀補定
056005##X0925 十不二門義,(1卷),唐．道邃錄出
056006##X0926 法華十妙不二門示珠指,(2卷),宋．源清述
056007##X0927 註法華本[這-言+亦]十不二門,(1卷),宋．宗翌述
056008##X0928 十不二門文心解,(1卷),宋．仁岳述
056009##X0929 法華玄記十不二門顯妙,(1卷),宋．處謙述
056010##X0930 十不二門樞要,(2卷),宋．了然述
056011##X0931 十不二門指要鈔詳解,(4卷),宋．可度詳解　明．正謐分會
056012##X0932 金剛錍論私記,(2卷),唐．明曠記　日本．辯才會
056013##X0933 金剛錍科,(1卷),宋．仁岳撰
056014##X0934 金剛錍科,(1卷),宋．智圓集
056015##X0935 金剛錍顯性錄,(4卷),宋．智圓集
056016##X0936 金剛錍論義解,(中卷),宋．善月述
056017##X0937 金剛錍論釋文,(3卷),宋．時舉釋　明．海眼會
056018##X0938 始終心要注,(1卷),宋．從義注
056019##X0939 法華五百問論,(3卷),唐．湛然述
056020##X0940 學天台宗法門大意,(1卷),唐．行滿述
056021##X0941 六即義,(1卷),唐．行滿述
056022##X0942 天台宗未決（附釋疑）,(1卷),日本．最澄疑問　唐．道邃決義
056023##X0943 法華龍女成佛權實義,(1卷),宋．源清述
056024##X0944 寶雲振祖集,(1卷),宋．宗曉編
056025##X0945=T1937 四明教行錄(7卷)
056025001##T1937 四明教行錄,(7卷),宋．宗曉編
056026##X0946 螺溪振祖集,(1卷),宋．元悟編
056027##X0947=T1936 四明十義書(2卷)
056027001##T1936 四明十義書,(2卷),宋．知禮述
056028##X0948 四明仁岳異說叢書,(7卷),宋．繼忠集
056029##X0949 閑居編,(五十二卷),宋．智圓著
057##X57
057001##X0950 金園集,(3卷),宋．遵式述　慧觀重編
057002##X0951 天竺別集,(3卷),宋．遵式述　慧觀重編
057003##X0952 重編天台諸文類集,(卷十),宋．如吉編
057004##X0953 別傳心法議,(一卷殘欠另附祭懷要禪師文),宋．戒珠撰
057005##X0954 三千有門頌略解,(1卷),明．真覺略解
057006##X0955 復宗集,(下卷),宋．與咸述
057007##X0956 山家義苑,(2卷),宋．可觀述智增證
057008##X0957 竹菴艸錄,(一卷但欠初紙另附續添),宋．可觀撰
057009##X0958 圓頓宗眼,(1卷),宋．法登述
057010##X0959 議中興教觀,(1卷),宋．法登述
057011##X0960 三教出興頌註,(1卷),宋．宗曉注
057012##X0961 施食通覽,(1卷),宋．宗曉編
057013##X0962 不可剎那無此君,(1卷),宋．義銛述
057014##X0963 北[山/夆]教義,(卷一),宋．宗印撰
057015##X0964 台宗十類因革論,(4卷),宋．善月述
057016##X0965 山家緒餘集,(3卷),宋．善月述
057017##X0966 台宗精英集,(五卷但佚失初卷),宋．普容集
057018##X0967 教觀撮要論,(現存卷三與四又另附頑空和尚三千說),宋
057019##X0968 增修教苑清規,(2卷),元．自慶編述
057020##X0969 天台傳佛心印記註,(2卷),明．傳燈註
057021##X0970 性善惡論,(6卷),明．傳燈註
057022##X0971 書,(1卷),明．克勤著
057023##X0972 法界安立圖,(6卷),明．仁潮錄
057024##X0973=T1939 教觀綱宗(1卷)
057024001##T1939 教觀綱宗,(1卷),明．智旭重述
057025##X0974 教觀綱宗釋義,(1卷),明．智旭述
057026##X0975 隨緣集,(4卷),清．靈耀著
057027##X0976 四教儀集解,(3卷),宋．從義撰
057028##X0977 四教儀備釋,(2卷),元．元粹述
057029##X0978 四教儀集註科,(1卷),元．蒙潤排定
057030##X0979 四教儀集註節義,(1卷),清．靈耀節
057031##X0980 四教儀註彙補輔宏記,(20卷),清．性權記
058##X58
058001##X0981=T1867 華嚴五教止觀(1卷)
058001001##T1867 華嚴五教止觀,(1卷),隋．杜順說
058002##X0982=T1868 華嚴一乘十玄門(1卷)
058002001##T1868 華嚴一乘十玄門,(1卷),隋．杜順說　唐．智儼撰
058003##X0983=T1869 華嚴五十要問答(2卷)
058003001##T1869 華嚴五十要問答,(2卷),唐．智儼撰
058004##X0984=T1870 華嚴經內章門等雜孔目章(4卷)
058004001##T1870 華嚴經內章門等雜孔目章,(4卷),唐．智儼撰
058005##X0985 華嚴融會一乘義章明宗記,(1卷),宋．師會述
058006##X0986=T1873 華嚴經問答(2卷)
058006001##T1873 華嚴經問答,(2卷),唐．法藏撰
058007##X0987=T1875 華嚴經義海百門(1卷)
058007001##T1875 華嚴經義海百門,(1卷),唐．法藏述
058008##X0988=T1879b 華嚴關脈義記(1卷)
058008001##T1879b 華嚴關脈義記,(1卷),唐．法藏述
058009##X0989=T1877 華嚴遊心法界記(1卷)
058009001##T1877 華嚴遊心法界記,(1卷),唐．法藏撰
058010##X0990=T1878 華嚴發菩提心章(1卷)
058010001##T1878 華嚴發菩提心章,(1卷),唐．法藏述
058011##X0991 華嚴經普賢觀行法門,(1卷),唐．法藏撰
058012##X0992=T1881 註華嚴金師子章(1卷)
058012001##T1881 註華嚴金師子章,(1卷),宋．承遷註
058013##X0993 華嚴還源觀科,(1卷),宋．淨源刊正
058014##X0994 華嚴妄盡還源觀疏鈔補解,(1卷),宋．淨源述
058015##X0995 華嚴一乘教義分齊章義苑疏,(10卷),宋．道亭述
058016##X0996 華嚴一乘教義分齊章焚薪,(2卷),宋．師會錄
058017##X0997 華嚴一乘教義分齊章科,(1卷),宋．師會述
058018##X0998 華嚴一乘教義分齊章復古記,(6卷),宋．師會、善熹述
058019##X0999 五教章集成記,(卷一),宋．希[廷-壬+由]述
058020##X1000 評復古記,(1卷),宋．希迪錄
058021##X1001=T1887A 華嚴一乘法界圖(1卷)
058021001##T1887A 華嚴一乘法界圖,(1卷),新羅．義湘撰
058022##X1002=T1889 華嚴海印三昧論(1卷)
058022001##T1889 華嚴海印三昧論,(1卷),新羅．明晶述
058023##X1003=T1882 三聖圓融觀門(1卷)
058023001##T1882 三聖圓融觀門,(1卷),唐．澄觀述
058024##X1004 五蘊觀,(1卷),唐．澄觀述
058025##X1005 華嚴心要法門註,(1卷),唐．宗密述
058026##X1006=T2015 禪源諸詮集都序(4卷)
058026001##T2015 禪源諸詮集都序,(4卷),唐．宗密述
058027##X1007 註華嚴法界觀科文,(1卷),唐．宗密述
058028##X1008 註華嚴法界觀科文,(1卷),唐．宗豫述
058029##X1009=T1885 註華嚴法界觀門頌(2卷)
058029001##T1885 註華嚴法界觀門頌,(2卷),宋．本嵩述
058030##X1010 勸發菩提心文,(1卷),唐．裴休述
058031##X1011=T1888 釋華嚴十明論(1卷)
058031001##T1888 釋華嚴十明論,(1卷),唐．李通玄撰
058032##X1012=T1890 華嚴一乘成佛妙義(1卷)
058032001##T1890 華嚴一乘成佛妙義,(1卷),唐．見登集
058033##X1013 華嚴法相槃節,(1卷),宋．道通述
058034##X1014 法界觀披雲集,(1卷),宋．道通述
058035##X1015 圓宗文類,(卷十四與二十二),高麗．義天集
058036##X1016 註華嚴同教一乘策,(1卷),宋．師會述　希[廷-壬+由]註
058037##X1017 註同教問答,(1卷),宋．師會述　善熹註
058038##X1018 評金剛錍,(1卷),宋．善熹述
058039##X1019 辨非集,(1卷),宋．善熹述
058040##X1020 斥謬,(1卷),宋．善熹書
058041##X1021=T1891 文殊指南圖讚(1卷)
058041001##T1891 文殊指南圖讚,(1卷),宋．惟白讚
058042##X1022 五相智識頌,(1卷),宋．佚名撰
058043##X1023 華嚴大意,(1卷),明．善堅撰
058044##X1024 賢首五教儀,(6卷),清．續法集錄
058045##X1025 賢首五教儀開蒙,(1卷),清．續法集
058046##X1026 賢首五教斷證三覺揀濫圖,(1卷),清．續法集
058047##X1027 法界宗蓮花章,(1卷),清．續法集
058048##X1028 華嚴鏡燈章,(1卷),清．續法集
058049##X1029 一乘決疑論,(1卷),清．彭際清述
058050##X1030 華嚴念佛三昧論,(1卷),清．彭際清述
058051##X1031 華嚴原人論發微錄,(3卷),宋．淨源述
058052##X1032 華嚴原人論解,(3卷),元．圓覺解
058053##X1033 華嚴原人論合解,(2卷),元．圓覺解　明．楊嘉祚刪合
059##X59
059001##X1034=T0917 無畏三藏禪要(1卷)
059001001##T0917 無畏三藏禪要,(1卷),唐．善無畏述
059002##X1035=T0913 火[合*牛]供養儀軌(1卷)
059002001##T0913 火[合*牛]供養儀軌,(1卷),唐．善無畏述
059003##X1036=T0914 火[合*牛]軌別錄(1卷)
059003001##T0914 火[合*牛]軌別錄,(一卷附護摩法及火[合*牛]儀軌音義),
059004##X1037=T1219 曼殊室利焰曼德迦萬愛秘術如意法(1卷)
059004001##T1219 曼殊室利焰曼德迦萬愛秘術如意法,(1卷),唐．一行撰譯
059005##X1038=T0981 大毗盧遮那佛眼修行儀軌(1卷)
059005001##T0981 大毗盧遮那佛眼修行儀軌,(1卷),唐．一行述記
059006##X1039=T1304 宿曜儀軌(1卷)
059006001##T1304 宿曜儀軌,(1卷),唐．一行撰
059007##X1040=T1311 梵天火羅九曜(1卷)
059007001##T1311 梵天火羅九曜,(1卷),唐．一行修述
059008##X1041=T1309 七曜星辰別行法(1卷)
059008001##T1309 七曜星辰別行法,(1卷),唐．一行撰
059009##X1042=T1310 北斗七星護摩法(1卷)
059009001##T1310 北斗七星護摩法,(一卷附熾盛光要法),唐．一行撰
059010##X1043 看命一掌金,(1卷),唐．一行著
059011##X1044=T1205 勝軍不動明王四十八使者秘密成就儀軌(1卷)
059011001##T1205 勝軍不動明王四十八使者秘密成就儀軌,(1卷),唐．不空、遍智奉詔集
059012##X1045=T0902 總釋陀羅尼義讚(1卷)
059012001##T0902 總釋陀羅尼義讚,(1卷),唐．不空奉詔解釋
059013##X1046=T1290 焰羅王供行法次第(1卷)
059013001##T1290 焰羅王供行法次第,(1卷),唐．不空撰
059014##X1047=T0910 梵天擇地法(1卷)
059014001##T0910 梵天擇地法,(1卷),唐．不空傳
059015##X1048 持咒仙人飛[金*本]儀軌,(1卷),唐．不空拔出
059016##X1049=T1204 聖無動尊一字出生八大童子秘要法品(1卷)
059016001##T1204 聖無動尊一字出生八大童子秘要法品,(1卷),唐．不空述
059017##X1050=T1306 北斗七星護摩秘要儀軌(1卷)
059017001##T1306 北斗七星護摩秘要儀軌,(1卷),唐．不空述
059018##X1051=T1294 施八方天儀則(1卷)
059018001##T1294 施八方天儀則,(1卷),唐．不空述
059019##X1052 成就夢想法,(1卷),唐．不空述
059020##X1053=T2120 表制集(6卷)
059020001##T2120 表制集,(6卷),唐．圓照集
059021##X1054 多利心菩薩念誦法,(1卷),南天竺．跋折羅菩提集撰
059022##X1055=T1322 新集浴像儀軌(1卷)
059022001##T1322 新集浴像儀軌,(1卷),唐．慧琳述
059023##X1056=T0911 建立曼荼羅及揀擇地法(1卷)
059023001##T0911 建立曼荼羅及揀擇地法,(1卷),唐．慧琳集
059024##X1057=T1953 菩提心義(1卷)
059024001##T1953 菩提心義,(1卷),唐．潛真撰
059025##X1058=T1273 毗那夜迦[言*我]那[金*本]底瑜伽悉地品秘要(1卷)
059025001##T1273 毗那夜迦[言*我]那[金*本]底瑜伽悉地品秘要,(1卷),唐．含光記
059026##X1059=T1274 大聖歡喜雙身毗那夜迦天形像品儀軌(1卷)
059026001##T1274 大聖歡喜雙身毗那夜迦天形像品儀軌,(1卷),唐．憬瑟撰集
059027##X1060=T0864B 兩部金剛名號(2卷)
059027001##T0864B 兩部金剛名號,(2卷),唐．義操集
059028##X1061=T0912 建立曼荼羅護摩儀軌(1卷)
059028001##T0912 建立曼荼羅護摩儀軌,(1卷),唐．法全傳
059029##X1062=T0852a 大毗盧遮那成佛神變加持經蓮華胎藏悲生曼荼羅廣大成就儀軌供養方便會(2卷)
059029001##T0852a 大毗盧遮那成佛神變加持經蓮華胎藏悲生曼荼羅廣大成就儀軌供養方便會,(2卷),唐．法全撰
059030##X1063=T0853 大毗盧遮那成佛神變加持經蓮華胎藏菩提幢標幟普通真言藏廣大成就瑜伽(3卷)
059030001##T0853 (大毗盧遮那成佛神變加持經蓮華胎藏菩提幢標幟普通真言藏廣大)成就瑜伽,(3卷),唐．法全集
059031##X1064=T0855 青龍寺軌記(1卷)
059031001##T0855 青龍寺軌記,(1卷),
059032##X1065=T0863 大毗盧遮那經阿闍梨真言智品中阿闍梨住阿字觀門(1卷)
059032001##T0863 大毗盧遮那經阿闍梨真言智品中阿闍梨住阿字觀門,(1卷),唐．惟謹述
059033##X1066=T1121 金剛頂普賢瑜伽大教王經大樂不空金剛薩埵一切時方成就儀軌(1卷)
059033001##T1121 金剛頂(普賢瑜伽大教王經大樂不空金剛薩埵一切時方)成就儀軌,(1卷),
059034##X1067=T0974C 加句靈驗佛頂尊勝陀羅尼記(1卷)
059034001##T0974C 加句靈驗佛頂尊勝陀羅尼記,(1卷),唐．武徹述
059035##X1068=T1287 大黑天神法(1卷)
059035001##T1287 大黑天神法,(1卷),唐．神愷記
059036##X1069 (釋迦牟尼如來拔除苦惱現大神變)飛空大[金*本]法,(1卷),唐．般若傳
059037##X1070=T1308 七曜攘災決(2卷)
059037001##T1308 七曜攘災決,(2卷),西天竺．金俱吒撰集
059038##X1071=T2081(卷下) 大毗盧遮那神變加持經大教相承傳法次第記(1卷)
059038001##T2081 (卷下)大毗盧遮那神變加持經大教相承傳法次第記,(1卷),唐．海雲記
059039##X1072=T2081(卷上) 略敘金剛界大教王師資相承傳法次第記(1卷)
059039001##T2081 (卷上)略敘金剛界大教王師資相承傳法次第記,(1卷),唐．海雲集
059040##X1073 金胎兩界師資相承,(合一卷),唐．海雲集
059041##X1074 胎金兩界血脈,(合一卷),唐．造玄增補
059042##X1075=T0924C 藥師儀軌(1卷)
059042001##T0924C 藥師儀軌,(1卷),
059043##X1076=T1298 十二天供儀軌(1卷)
059043001##T1298 十二天供儀軌,(1卷),
059044##X1077 準提淨業,(3卷),明．謝于教著
059045##X1078 準提心要,(1卷),明．堯挺撰
059046##X1079 持誦準提真言法要,(1卷),清．弘贊輯
059047##X1080 瑜伽集要施食儀軌,(1卷),明．袾宏重訂
059048##X1081 修設瑜伽集要施食壇儀,(1卷),明．袾宏補註
059049##X1082 於密滲施食旨[既/木],(1卷),清．法藏著
059050##X1083 修習瑜伽集要施食壇儀,(2卷),清．法藏著
059051##X1084 瑜伽燄口註集纂要儀軌,(二卷附瑜伽燄口儀軌六則),清．寂暹纂
059052##X1085 受菩薩戒儀,(1卷),陳．慧思撰
059053##X1086 授菩薩戒儀,(1卷),唐．湛然述
059054##X1087 略授三歸五八戒並菩薩戒,(1卷),唐．澄照讚
059055##X1088 受菩薩戒法,(1卷),宋．延壽撰
059056##X1089=T1899 舍衛國祗洹寺圖經(2卷)
059056001##T1899 舍衛國祗洹寺圖經,(2卷),唐．道宣撰
059057##X1090=T1892 關中創立戒壇圖經(1卷)
059057001##T1892 關中創立戒壇圖經,(1卷),唐．道宣撰
059058##X1091=T1898 律相感通傳(1卷)
059058001##T1898 律相感通傳,(1卷),唐．道宣撰
059059##X1092=T1895 量處輕重儀(2卷)
059059001##T1895 量處輕重儀,(2卷),唐．道宣輯敘
059060##X1093=T1897 教誡新學比丘行護律儀(1卷)
059060001##T1897 教誡新學比丘行護律儀,(1卷),唐．道宣述
059061##X1094 釋門歸敬儀護法記,(卷上),宋．彥起撰
059062##X1095 釋門歸敬儀通真記,(3卷),宋．了然述　日本．慧光合
059063##X1096 淨心誡觀法發真鈔,(6卷),宋．允堪述　日本．慧光合
059064##X1097 釋門章服儀應法記,(1卷),宋．元照述　日本．良信合
059065##X1098 衣[金*本]名義章,(1卷),宋．允堪述
059066##X1099 新受戒比丘六念五觀法,(1卷),宋．允堪撰錄
059067##X1100 道具賦,(1卷),宋．元照撰
059068##X1101=T1900 佛制比丘六物圖(1卷)
059068001##T1900 佛制比丘六物圖,(1卷),宋．元照述
059069##X1102 佛制六物圖辯訛,(1卷),宋．妙生述
059070##X1103 三衣顯正圖,(1卷),宋．妙生述
059071##X1104 芝園遺編,(3卷),宋．元照錄　道詢集
059072##X1105 芝園集,(2卷),宋．元照作
059073##X1106 補續芝園集,(1卷),宋．元照撰
059074##X1107 律宗新學名句,(3卷),宋．惟顯編
059075##X1108 律宗問答,(2卷),日本．俊艿問　宋．了然、智瑞、妙音答
059076##X1109 終南家業,(6卷),宋．守一述　行枝編
060##X60
060001##X1110 律宗會元,(3卷),宋．守一集
060002##X1111 蓬折直辨,(1卷),宋．妙蓮撰
060003##X1112 蓬折箴,(1卷),宋．妙蓮撰
060004##X1113 律苑事規,(10卷),元．省悟編述　嗣良參訂
060005##X1114 毗尼日用錄,(一卷附千[山/品]長禪師示眾),明．性祇述
060006##X1115 毗尼日用切要,(1卷),清．讀體彙集
060007##X1116 毗尼日用切要香乳記,(2卷),清．書玉箋記
060008##X1117 沙門日用,(2卷),清．弘贊編
060009##X1118 沙彌律儀要略增註,(2卷),清．弘贊註
060010##X1119 沙彌律儀要略述義,(2卷),清．書玉科釋
060011##X1120 沙彌律儀毗尼日用合參,(3卷),清．戒顯訂閱　濟岳彙箋
060012##X1121 沙彌十戒威儀錄要,(1卷),明．智旭重輯
060013##X1122 沙彌尼律儀要略,(1卷),清．讀體輯集
060014##X1123 在家律要廣集,(3卷),明．智旭集　清．儀潤、陳熙願增訂
060015##X1124 律要後集,(1卷),明．智旭集
060016##X1125 律學發軔,(3卷),明．元賢述
060017##X1126 弘戒法儀,(2卷),明．法藏輯
060018##X1127 傳授三壇弘戒法儀,(1卷),明．法藏撰集　清．超遠檢錄
060019##X1128 傳戒正範,(4卷),清．讀體撰
060020##X1129 歸戒要集,(3卷),清．弘贊輯
060021##X1130 八關齋法,(1卷),清．弘贊輯
060022##X1131 比丘受戒錄,(1卷),清．弘贊述
060023##X1132 比丘尼受戒錄,(1卷),清．弘贊述
060024##X1133 沙彌學戒儀軌頌註,(1卷),清．弘贊述並註
060025##X1134 二部僧授戒儀式,(2卷),清．書玉述
060026##X1135 羯磨儀式,(2卷),清．書玉述
060027##X1136 經律戒相布薩軌儀,(1卷),明．如馨纂要
060028##X1137 梵網經懺悔行法,(1卷),明．智旭述
060029##X1138 戒殺四十八問,(1卷),清．周思仁述
060030##X1139 體仁要術,(1卷),清．彭紹升著
061##X61
061001##X1140=T1957 略論安樂淨土義(1卷)
061001001##T1957 略論安樂淨土義,(1卷),魏．曇鸞撰
061002##X1141=T1962 五方便念佛門(1卷)
061002001##T1962 五方便念佛門,(1卷),隋．智顗撰
061003##X1142=T1958 安樂集(2卷)
061003001##T1958 安樂集,(2卷),唐．道綽撰
061004##X1143=T1963 淨土論(3卷)
061004001##T1963 淨土論,(3卷),唐．迦才撰
061005##X1144=T1960 釋淨土群疑論(7卷)
061005001##T1960 釋淨土群疑論,(7卷),唐．懷感撰
061006##X1145 西方要決科註,(2卷),
061007##X1146=T1965 遊心安樂道(1卷)
061007001##T1965 遊心安樂道,(1卷),新羅．元曉撰
061008##X1147=T1959 觀念阿彌陀佛相海三昧功德法門(1卷)
061008001##T1959 觀念阿彌陀佛相海三昧功德法門,(1卷),唐．善導集記
061009##X1148=T1966 念佛鏡(2卷)
061009001##T1966 念佛鏡,(二卷附善道臨終正念往生文),唐．道鏡、善道集
061010##X1149 注十疑論,(1卷),宋．澄彧註
061011##X1150=T1970 龍舒增廣淨土文(12卷)
061011001##T1970 龍舒增廣淨土文,(12卷),宋．王日休撰
061012##X1151=T1969A 樂邦文類(5卷)
061012001##T1969A 樂邦文類,(5卷),宋．宗曉編次
061013##X1152=T1969B 樂邦遺稿(2卷)
061013001##T1969B 樂邦遺稿,(2卷),宋．宗曉編次
061014##X1153=T1973 蓮宗寶鑑(10卷)
061014001##T1973 蓮宗寶鑑,(10卷),元．普度輯
061015##X1154 淨土指歸集,(2卷),明．大佑集
061016##X1155 淨土簡要錄,(1卷),明．道衍編
061017##X1156 歸元直指集,(2卷),明．宗本集
061018##X1157 淨土決,(1卷),明．李贄集
061019##X1158 答四十八問,(1卷),明．袾宏著
061020##X1159=T1977 淨土疑辯(1卷)
061020001##T1977 淨土疑辯,(1卷),明．袾宏著
061021##X1160 西方願文,(1卷),明．袾宏著並釋
061022##X1161 西方發願文註,(1卷),清．實賢註
061023##X1162 淨土資糧全集,(8卷),明．袾宏校正　莊廣還輯
061024##X1163 西方直指,(3卷),明．一念編
061025##X1164 淨土十要,(10卷),明．成時(評點節要)
061026##X1165 西方合論標註,(10卷),明．明教標註
061027##X1166 淨慈要語,(2卷),明．元賢述
061028##X1167 淨土生無生論註,(1卷),明．正寂註
061029##X1168 淨土生無生論親聞記,(2卷),明．受教記
061030##X1169 淨土生無生論會集,(1卷),清．達默集
062##X62
062001##X1170 雲棲淨土彙語,(1卷),清．虞執西、嚴培西同錄
062002##X1171 淨土旨訣,(1卷),清．道霑撰
062003##X1172 淨土晨鐘,(10卷),清．周克復纂
062004##X1173 西歸直指,(四卷前附周安士居士傳及像贊),清．周夢顏彙集
062005##X1174 淨土警語,(1卷),清．行策著
062006##X1175 起一心精進念佛七期規式,(1卷),清．行策定
062007##X1176 淨土全書,(2卷),清．俞行敏重輯
062008##X1177 角虎集,(二卷附起念佛七儀式),清．濟能纂輯
062009##X1178 東海若解,(1卷),清．實賢解
062010##X1179 省菴法師語錄,(2卷),清．彭際清重訂
062011##X1180 重訂西方公據,(2卷),清．彭際清集
062012##X1181 念佛警策,(2卷),清．彭際清纂
062013##X1182 徹悟禪師語錄,(2卷),清．了亮等集
062014##X1183 淨業知津,(1卷),清．悟開述
062015##X1184 念佛百問,(1卷),清．悟開著
062016##X1185 徑中徑又徑,(4卷),清．張師誠著
062017##X1186 勸修淨土切要,(1卷),清．真益願纂述
062018##X1187 淨土隨學,(2卷),清．古崑編
062019##X1188 淨土必求,(一卷附淨宗十集),清．古崑集
062020##X1189 淨土承恩集,(1卷),清．芳慧編
062021##X1190 念佛三昧,(一卷出壇凡叢書),瑞聖歎註
062022##X1191 西方確指,(1卷),清．覺明菩薩說　常攝集
062023##X1192 清珠集,(1卷),清．治兆輯
062024##X1193 蓮邦消息,(1卷),清．妙空子述
062025##X1194 淨土極信錄,(1卷),清．戒香述
062026##X1195 念佛起緣彌陀觀偈直解,(1卷),清．張淵述
062027##X1196 淨土證心集,(3卷),清．卍蓮述
062028##X1197 蓮宗必讀,(1卷),清．古崑集
062029##X1198 淨土神珠,(1卷),清．古崑集
062030##X1199 淨業痛策,(一卷前附古崑遵古略輯之阿彌陀經儀一卷),清．照瑩集
062031##X1200 時時好念佛,(1卷),清．果能述
062032##X1201 啟信雜說,(1卷),清．周思仁輯
062033##X1202 淨土紺珠,(1卷),清．德真輯
062034##X1203 修西輯要,(1卷),清．信菴輯
062035##X1204 蓮修起信錄,(6卷),清．程兆鸞錄存
062036##X1205 報恩論,(卷首一卷、卷正二卷、卷附一卷),清．沈善登述
062037##X1206 持名四十八法,(1卷),清．鄭韋庵述
062038##X1207 蓮邦詩選,(1卷),明．廣貴輯
